time,ankle_angle_r,ankle_angle_l,imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_roll,imu0_pitch,imu0_yaw,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_roll,imu1_pitch,imu1_yaw
0.0033332999999999835,4.4674678,2.88745861,366.8068344569288,-256.9440601747815,895.578672908864,0.09329138576779009,-0.43,-0.24,-23.54,-14.47,34.502774282147314,976.0616279650437,-128.45956754057428,-193.49384968789013,-0.7247660424469426,0.053417228464419805,-0.053417228464419805,-103.68,-6.512774282147316,16.79
0.020000000000000018,4.4680041,2.88827683,366.34882622037844,-256.81234755924305,894.6287739387396,0.139160652383929,-0.4163868841279763,-0.29672131613343194,-23.54,-14.472268852645337,34.51453770529067,977.1243737568903,-127.30792152071376,-197.13117377962152,-0.17117377962152663,-0.19033443200545563,-0.01840001136557398,-103.67773114735466,-6.52,16.79907541058135
0.03666670000000005,4.47431982,2.89754817,366.1167786270387,-257.27644274592257,898.9050795874297,0.05391867932033842,-0.38797289310677946,-0.4151129453884188,-23.54,-14.477004517815537,34.524009035631074,976.7786701994658,-132.62607350684777,-197.3632213729613,-0.40322137296130095,-0.33714005228163935,-0.30727558674774197,-103.67299548218446,-6.52,16.818018071262145
0.053333299999999806,4.47490142,2.89841249,366.52585772256987,-257.36131621336966,900.9621316987796,0.0,-0.35766868533548146,-0.4435204293414301,-23.54,-14.4790514373335,34.53,976.7914492906262,-135.94352042934145,-197.76516335728888,-0.5964795706585699,-0.37782905334242156,-0.4719773093364729,-103.6690514373335,-6.52,16.829051437333497
0.06999999999999984,4.49011578,2.93234216,368.03857164983583,-256.7934031348739,899.1990197323586,0.0,-0.32411018524255036,-0.31703069822192054,-23.54,-14.476470014249427,34.53,977.4213165231398,-135.8170306982219,-198.45956616690415,-0.7229693017780795,-0.23585078371848223,-0.42293027073911205,-103.66647001424943,-6.52,16.826470014249427
0.08666669999999987,4.48981481,2.93693627,369.5512855771018,-256.2254900563782,897.4359077659377,0.0,-0.2905516851496192,-0.19054096710241097,-23.54,-14.473888591165355,34.53,978.0511837556533,-135.6905409671024,-199.1539689765194,-0.8494590328975891,-0.09387251409454289,-0.3738832321417512,-103.66388859116536,-6.52,16.823888591165353
0.10333330000000007,4.48953067,2.9374026,371.06399042810233,-255.65758038535407,895.6728063781674,0.0,-0.25699338640728564,-0.06405199491976898,-23.54,-14.471307183569792,34.53,978.681047208971,-135.56405199491977,-199.84836761972616,-0.975948005080231,0.0481049036614839,-0.32483648782603286,-103.66130718356979,-6.52,16.82130718356979
0.1200000000000001,4.48882533,2.93747422,366.48235450108615,-252.37039580218354,900.4013115355319,0.2859948655739551,-0.06,-0.3291773633875935,-23.538832905464496,-14.468832905464497,34.54,971.6924165655768,-125.43826163003924,-197.71654046886897,-0.39100770163906734,0.043182497813638435,-0.7577995316952044,-103.6488329054645,-6.508832905464496,16.848832905464498
0.13666670000000014,4.44181024,2.94074375,368.5464731288967,-253.0568680565351,896.4987637881908,0.22957248850396317,-0.06,-0.44672398228341004,-23.534131040708665,-14.464131040708665,34.54,970.7755529381894,-130.14482825062774,-192.6667377211047,-0.47564126724405525,0.21715149377944687,-0.3863522159844242,-103.64413104070867,-6.504131040708663,16.844131040708664
0.1533332999999999,4.43372541,2.94209275,370.38222536716023,-253.8533302485855,893.1442875285904,0.17634651498736023,-0.07674513964126553,-0.5463465149873603,-23.53,-14.459695542915615,34.54,969.9922253671602,-134.20571247140967,-188.6538042614662,-0.5165097207174689,0.3569083453713742,-0.06,-103.64,-6.499695542915614,16.839695542915614
