time,ankle_angle_r,ankle_angle_l,imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_roll,imu0_pitch,imu0_yaw,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_roll,imu1_pitch,imu1_yaw
0.0,2.89879712,10.26990728,420.65,-143.55,933.35,-2.01,-1.1,3.35,-21.36,-4.52,32.61,899.66,-375.0,-185.3,-30.67,11.04,5.67,-97.04,-4.6,-4.93
0.016666700000000034,2.63772691,10.35223248,362.1086446058166,-205.66900762123873,845.4720587770071,-6.552955063450395,1.2137674443685564,3.782562821296321,-21.824845058777008,-2.432039364417441,31.455791458460652,1007.0649499227089,-188.0105221267569,-48.12150896933525,0.7750349426609056,9.908041593270308,1.7929369090843699,-98.22931462774562,-4.625986878527519,-5.871402847179783
0.03333329999999979,2.7210706,10.68312793,365.4493945869165,-176.11786984514168,905.8832510305854,-0.9170021615279438,1.5971373650975609,0.6004904969970234,-21.791530083836403,-1.9776887245441515,30.782317281415498,936.2762060244868,-172.44550612175507,-37.521204156309125,-17.456394478840256,11.556023437138133,0.8208134910219381,-98.7603875928299,-4.814461053899239,-6.135306844323669
0.04999999999999982,2.87852016,10.79900889,367.9608891599376,-199.23597152958953,923.8497009371765,3.2233613302659774,-3.1891125384056687,0.35088499127669376,-21.90475319983325,-1.7898412820948313,30.180176164523157,951.1650457780727,-227.98144451821025,-54.798022356374005,-11.841557226450984,11.900839290401269,0.9314633543824966,-99.19269403572696,-5.010028254257436,-6.477549444950513
0.06666669999999986,3.03386161,11.01104374,370.47238373295863,-222.35407321403738,941.8161508437677,7.3637248220599005,-7.975362441908899,0.10127948555636401,-22.017976315830104,-1.601993839645511,29.578035047630816,966.0538855316586,-283.5173829146655,-72.07484055643889,-6.226719974061712,12.245655143664406,1.0421132177430552,-99.62500047862403,-5.205595454615632,-6.819792045577357
0.08333329999999961,3.17880579,11.07630879,372.9838632370423,-245.47203619015215,959.7824929518747,11.504063471722485,-12.761583627970062,-0.14832452253392236,-22.131198752489613,-1.4141475242785946,28.97589754357796,980.9426359523843,-339.0529880961558,-89.35155509580159,-0.6119164106286732,12.590468928036554,1.1527624172057593,-100.05730432768762,-5.40116148157297,-7.162032592752698
0.09999999999999964,3.14184852,10.8854466,357.59176433915303,-197.2201259351655,917.7520374064867,0.40387780548702956,0.7345735660838937,-0.8544289276807677,-23.25178428927675,-0.49281670822947055,26.481971321695877,961.322763092271,-160.40480049876473,-118.36629551122093,8.62150374064806,7.736759351621224,-7.283961346632954,-102.00774688279293,-6.425023690773018,-9.033286783042303
0.11666669999999968,3.18390546,10.72449175,371.5083547294143,-168.12774523639334,913.8270048490875,-2.967938733642094,4.308390786733397,-0.7487049516645474,-24.292452208510753,0.03458241894873543,24.999294892916,973.3855272450339,-170.15208392651647,-113.68582263529285,-0.7939783656085542,11.163977588511298,-5.093892201050723,-103.37654418575734,-7.2483602312641695,-10.113325759224132
0.13333329999999943,2.99216088,10.48867011,390.987517950949,-151.68443032544894,922.6806989835563,-3.2839570731403955,4.152971931242429,-0.49485415436263325,-25.173159056292906,0.4127683006434239,23.901001647446492,993.7505779428672,-233.64586702309322,-103.94624102452552,-12.574727611823922,16.18400662086956,-0.5763841347799232,-104.45929554567775,-7.927022566908063,-10.885239408162604
0.14999999999999947,2.99879245,10.46215892,383.36879093284495,-155.09238895110104,920.8861763208796,-2.799044080219908,4.55496928976211,-0.5232851471037351,-25.608838101055333,0.5448193016390064,23.555469815738583,992.3786609657607,-207.63829719366203,-86.96486952390703,-14.677837049102386,14.723919372900387,-1.1501554175574116,-105.0153361159184,-8.306136618141085,-11.116353456174277
0.1666666999999995,2.9912834,10.18534965,375.22179532729336,-158.8873449048151,918.8840684108725,-2.2985171027181255,4.967833350300303,-0.5572191794767373,-26.035841341748945,0.6720719230377646,23.22461300010181,990.5829850860226,-179.88591438460838,-69.84232235569633,-16.592282042145925,13.137503359462535,-1.8231803929552886,-105.56110846991753,-8.67941097424411,-11.336924666598792
0.18333329999999926,3.03863662,10.13592491,367.07484860361774,-162.68227808883893,916.8819725134888,-1.7979931283722104,5.380694933659081,-0.5911530082459518,-26.462842020428226,0.7993237809223195,22.89375816960197,988.7873199803183,-152.13369808951904,-52.71987792256346,-18.506715548542452,11.551096864501751,-2.4962013302113784,-106.10687754928905,-9.05268309070547,-11.557494553598687
0.1999999999999993,2.98017596,10.07667384,368.5365716911759,-175.7687867647048,922.0902941176464,-1.274816176470612,4.486240808823639,-1.1480422794117122,-27.38787683823523,1.1764797794117348,22.444384191176496,995.6086397058816,-174.96186580881982,-42.379099264705964,-16.375799632353253,11.582628676470499,1.080183823529027,-107.64954044117636,-10.07046874999992,-11.918373161764682
0.21666669999999932,2.93960711,10.04173469,368.16548504628213,-179.82212528486627,911.0004507779316,-1.8840121824268818,3.781781616633383,-0.8579190839265396,-27.93277297920827,1.5093570323270307,22.268019638184736,995.9135537799287,-181.72021239062602,-40.36004436879281,-9.919588329629157,9.091673972371645,2.952277297920827,-108.82034839490191,-10.821288298680452,-11.970593872211127
0.23333329999999997,2.88678213,10.06387884,364.15627282446616,-178.4482081141153,893.2567559857075,-2.7983939172270187,3.556703035759503,-0.17330506710182192,-28.21412120530062,1.748503024505528,22.20237171876319,991.6745738401373,-167.63873367470393,-38.301513181217125,-3.6549011619728358,5.4060122105618635,2.980412120530062,-109.56592119404664,-11.290202008834369,-11.8955676785865
0.25,2.7858212,10.0665509,360.0195165065923,-178.34876742745016,893.9499339047816,-2.578596681469242,2.5798292540190717,0.11862456538951424,-28.42724913077903,1.8678223002512995,22.07031532927123,985.9825556817791,-163.5794259699129,-30.489407552755694,-2.223494784674171,3.78123257254983,3.7275348549003406,-110.08286498674653,-11.627764811181107,-11.84730661984922
0.26666670000000003,2.35024493,9.90610491,355.81683904781573,-178.90816818134874,904.1740584529589,-1.7724858514923048,1.2143176701435485,0.20755494165031513,-28.605109883300628,1.9251967365485902,21.90392946400909,979.5394064855933,-164.70109619952495,-19.703013528865007,-3.2906592998037816,3.2218318186512436,4.846336362697513,-110.4816173190127,-11.897424661778375,-11.812881958070845
0.2833332999999998,2.33267986,9.9027723,351.6141868050536,-179.46756557884953,914.3981216565113,-0.9663798581706877,-0.15118572067883473,0.2964847843299241,-28.782969568659848,1.9825708285999508,21.737544597060143,973.0962959482255,-165.82275969912905,-8.916684223209206,-4.35781741195909,2.6624344211504773,5.965131157699045,-110.88036725876965,-12.16708289441977,-11.778457502840029
0.2999999999999998,1.71844227,9.58974483,359.44468345437247,-178.03714398484382,922.070052099779,0.01927691821911337,-2.142047679191606,0.28561967161352003,-29.18314098515944,1.9889501105146854,21.312650773602797,973.6173287022415,-183.22925007893795,-18.70734685822419,-0.35962425007926857,1.0437614461636398,6.821583517524475,-111.54067966529836,-12.608932743921677,-11.843502526049884
0.31666669999999986,1.61790379,9.57312598,389.8155635478323,-173.68845773682824,921.7354726652476,1.2948003907047219,-4.865199609295278,0.0863548123742581,-30.303080940023904,1.807826719538153,20.0769190599761,989.7810896288306,-229.79413409336115,-72.12530384581765,11.211668425809954,-2.795694696329127,7.15231040615796,-112.99136148934308,-13.58295716826544,-12.32467661894626
0.3333332999999996,1.48765923,9.52968568,370.7129001661957,-178.6694371227803,927.3141695775139,1.7661711228387211,-4.393828877161279,0.29531297198005163,-30.939674403008993,1.705777385777184,19.440325596991006,980.9999874333034,-207.4939249205475,-48.15828888824152,-0.762120068810404,-2.615893489226467,8.512968189637546,-113.79317768317927,-14.146658249992697,-12.723154969822424
0.34999999999999964,1.16893657,9.47265361,362.20672976068454,-178.33514658307735,930.851672996162,2.2664072578214363,-4.074525488777705,0.28477766391384707,-31.53688448168464,1.686423533666885,18.895490787067743,974.4389073080556,-205.29605963791195,-41.34120622098931,-5.532700785661355,-2.666648582393946,8.991233749271629,-114.55283079148832,-14.650460948017754,-13.07403741435087
