time,ankle_angle_r,ankle_angle_l,imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_roll,imu0_pitch,imu0_yaw,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_roll,imu1_pitch,imu1_yaw,madgwick_angle
0.0133333000000002,3.92561873,8.7707985,336.52966522279104,-117.3242823433192,939.7027339532912,-0.5221341592705939,-0.3942328173749739,-0.1084656347499477,-20.85403880289583,-5.8,29.45403880289583,1002.2759954563352,42.68861012328487,4.243476993911566,-1.8569667706661095,0.5257671826250261,0.6584656347499478,-91.93192239420834,4.404038802895829,-6.5440388028958285,0.005024424623126111
0.0300000000000002,3.87802003,8.76285071,337.266750068155,-109.55460030896909,940.3186541665405,-0.7998031078666021,-0.4245239754036293,-0.1690479508072586,-20.859087329233937,-5.8,29.459087329233935,999.9334792354526,50.5744082634115,10.160349862175597,-2.503178141944092,0.4954760245963707,0.7190479508072586,-91.92182534153211,4.409087329233938,-6.549087329233938,0.010359873460904763
0.0466667000000002,3.77384063,8.77132068,337.19492282559884,-111.24729959275956,939.6562036512288,-0.786574069772842,-0.3390895000077403,-0.1292592558182736,-20.85577160465152,-5.8,29.46,1000.9032562673232,50.65748447685849,11.642268546476526,-2.015339465167761,0.4371450581440351,0.588348755826014,-91.91154320930303,4.41,-6.543657406977284,0.014839561786486303
0.0633333,3.76639106,8.77394345,336.94459220204084,-115.02806622690883,938.7116571747108,-0.7091522274353136,-0.2281181926572828,-0.0673217819482508,-20.850610148495687,-5.8,29.46,1002.603956070671,49.01872214738081,12.14551052167046,-1.2772512348833231,0.3726268561960947,0.4154399746055338,-91.90122029699135,4.41,-6.535915222743531,0.018205786370835593
0.08,3.77005251,8.75636007,336.6942600764931,-118.80885554574876,937.7671050308916,-0.6317299205648716,-0.1171462194763161,-0.0053839364518973,-20.84544866137099,-5.8,29.46,1004.3046660782584,47.379949985289784,12.648755516328334,-0.5391585760517765,0.308108267137393,0.2425301559282134,-91.89089732274198,4.41,-6.528172992056486,0.020458273662955648
0.0966667000000001,3.77250955,8.74933141,336.44392795094535,-122.58964486458868,936.822552887072,-0.5543076136944298,-0.0061742462953492,0.0565539090444561,-20.840287174246296,-5.8,29.46,1006.0053760858456,45.74117782319876,13.152000510986204,0.1989340827797701,0.2435896780786914,0.0696203372508931,-91.8805743484926,4.41,-6.520430761369442,0.02159678441376277
0.1133333000000007,3.68493907,8.55397879,329.21371400943804,-115.88590856347189,940.0128146515046,-0.4049510327222116,-0.2300979345555767,-0.1677656842268192,-20.84,-5.822912586060185,29.472912586060183,1003.7978890693896,39.11219455403388,13.892292488589453,-0.4819514195095009,0.0273812176065458,0.5693253655140134,-91.83543706969908,4.4158251721203685,-6.497087413939815,0.02498055323151649
0.1300000000000007,3.53301827,8.48143176,338.0281854516391,-117.56199040767396,940.1202557953636,-0.4565227817745827,-0.1269544364508345,-0.3267785771382968,-20.84,-5.827210231814549,29.47721023181455,1000.7551558752996,31.973804956034837,6.650759392485671,0.6956035171863064,-0.2863469224620451,-0.0366426858513473,-91.81394884092724,4.424420463629097,-6.492789768185451,0.02733584653195051
0.1466667000000008,3.27447851,8.29749026,342.3992467965621,-118.96024687412744,940.19,-0.4509923520833925,-0.0545570723837291,-0.4245570723837292,-20.838185690794575,-5.830907154602712,29.48090715460271,998.801771710465,29.7766172628839,3.6336789426331046,0.9402004126461376,-0.4954429276162708,-0.3855494244671217,-91.79546422698644,4.4309071546027115,-6.48002129937017,0.028968546796051497
0.1633333000000005,3.05944244,8.16413626,338.54944886910107,-119.84448521609632,940.19,-0.3398161862802853,-0.0390441190158537,-0.4090441190158537,-20.833014706338616,-5.833492646830691,29.48349264683069,998.8638235239366,36.72124938723613,8.432352517762569,-0.541286633985965,-0.5109558809841462,-0.2588603052961391,-91.78253676584654,4.4334926468306906,-6.451580884862398,0.030444148197001985
