time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.0,-0.02174798046059366,-0.020076959738724788,0.989163952096809,-0.0379025421367247,0.0192044588248793,-0.008459109932498031
0.01001001001001001,0.02474112238112479,-0.0012982533323284704,1.0618899767753207,0.11487443688388893,0.05327312810147548,0.11997315441883921
0.02002002002002002,0.0371640785151924,-0.06362330500794197,1.007574785138477,0.28086078209416465,0.10702449413543902,0.14692538046706033
0.03003003003003003,0.03603191322303159,0.027789309195281584,1.0306387686496414,0.4084770083245778,0.16452404104845955,0.2047480167205587
0.04004004004004004,0.04262359322489835,-0.020448649263887335,1.0094915061763103,0.4697849344515325,0.2237160685147838,0.2511261987644353
0.050050050050050046,0.04421087873720428,0.11106317272485505,1.0505879594417853,0.6078047576644217,0.20928771808816787,0.34866678620513264
0.06006006006006006,0.052488689206902736,0.02841465754598558,1.0482206320594982,0.7023590082845927,0.3322207611345487,0.49549082563608743
0.07007007007007007,0.1126531217519258,0.019619141025584014,1.0546079176007737,0.9113739987986964,0.3142328672857622,0.5417770733337954
0.08008008008008008,0.12195767988533537,-0.021988994277174025,0.9268331572512368,0.8824026740307428,0.40761037163824426,0.6015692455227358
0.09009009009009009,0.06419716920302729,-0.045333271765057685,1.1040888895200787,1.0511996147498515,0.41253116739878787,0.7000583965539584
0.10010010010010009,0.12242613342303495,0.079793696766322,1.0961569735735741,1.189478692043462,0.5003465091733863,0.6982382134114771
0.11011011011011011,0.04202389738642233,0.03583783990923304,1.0528903295362348,1.2154171598238401,0.514052625671985,0.6357658026205533
0.12012012012012012,0.12669374802105424,-0.033539135198002216,1.0305570203407501,1.3448085208385185,0.5681902221210452,0.7667293735328929
0.13013013013013014,0.10337400142974995,-0.019456787158626514,1.015134896924804,1.4656665565243046,0.582289624861879,0.8531792771003995
0.14014014014014015,0.1601009251214445,-0.05924828038974202,1.0855791613990713,1.5758789519268372,0.6518350664519404,0.9028631091609258
0.15015015015015015,0.14962792563487096,-0.020846700741458522,1.108812105370635,1.6794425136127382,0.6672477052351705,1.0077728906637848
0.16016016016016016,0.17173775007690123,-0.03613527214299315,1.1547822962061771,1.7156022256559473,0.6328724117710679,1.0789939733297167
0.17017017017017017,0.1966857885085831,0.06080918350620603,1.0599394078090274,1.752495768618284,0.7105937827129097,1.0990698298533776
0.18018018018018017,0.13148051334848984,0.013250681527670755,1.0776495860547677,1.8554564103905002,0.6970089736276875,1.0890859518531872
0.19019019019019018,0.16890922184516513,-0.06506065540718325,1.0854910889672837,1.7846218210625933,0.8607623967834601,1.1900088909583522
0.20020020020020018,0.21246905601097762,-0.030383695737953822,1.089281185909567,1.9372786134983029,0.7845467050197472,1.1083749580209599
