time,angle,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.0,13.5,-3.663047831497102,-0.327388873582651,0.3007180851269017,1.160300836906212,0.48559476287603126,0.8179380496378922
0.01001001001001001,14.214222635853302,-5.695402017423891,-0.5593894360944529,-0.10394988555867746,1.045326502831224,0.5850025485171811,0.7374287657437413
0.02002002002002002,14.882070828574614,-8.239359025486545,-0.8188054385304937,-0.6353078393673558,0.9824032657859855,0.5424469002254003,0.63096200671107
0.03003003003003003,15.497604845590722,-9.076513837108907,-0.9077417807388772,-0.8238778818597005,0.9218519592507288,0.46572933056237825,0.6266280480781535
0.04004004004004004,16.05535022804909,-9.841779016261556,-0.9684584897674383,-0.9710667538900292,0.8447400693257827,0.43263368777496747,0.5645764846796788
0.050050050050050046,16.550346479759344,-10.528055292933042,-1.0886446960122353,-1.119088305313759,0.7866815010285461,0.3693436978112441,0.5038430838409952
0.06006006006006006,16.978191185034888,-11.117650841477571,-1.1094209250591784,-1.2293588119756917,0.6329580233441584,0.30325718905698607,0.355981676829198
0.07007007007007007,17.335079163057834,-11.624616871575698,-1.189472637970576,-1.3467394757408833,0.5675487254807542,0.22999983078293446,0.3039017341215431
0.08008008008008008,17.61783631053472,-12.008420454424785,-1.2170136608820554,-1.4034455752415371,0.39635591471402865,0.2521544795002165,0.22621108251541336
0.09009009009009009,17.823947831651942,-12.273642480917884,-1.228140571992794,-1.4734863761235797,0.2077961890739878,0.16108557520985545,0.08520610245272997
0.10010010010010009,17.951580604258336,-12.479463306611796,-1.2595236547702207,-1.4821278460164313,0.17825957838220485,0.07499051574157967,0.1542518109402039
0.11011011011011011,17.999599483353702,-12.554411177657578,-1.2547056926434301,-1.537714682791677,-0.0013468573221050023,-0.019629675236232047,-0.04332955847246478
0.12012012012012012,17.96757739688274,-12.521872446771463,-1.2408331066079876,-1.5372233519487442,-0.11940744388896077,-0.0710342274262134,-0.04009315295473272
0.13013013013013014,17.855799144044052,-12.368466931050088,-1.2571631231492348,-1.4418256789381219,-0.24514700952039914,-0.13128563617243696,-0.20288941794131404
0.14014014014014015,17.66525886233266,-12.066379062386389,-1.198770922015301,-1.4136687097671163,-0.38875453064062604,-0.1627071945268263,-0.2742268181163906
0.15015015015015015,17.397651185843735,-11.709586957606719,-1.164276226477726,-1.3646678775671044,-0.4440859299374974,-0.29614117291753383,-0.28239373059986217
0.16016016016016016,17.055356173474213,-11.204177203308006,-1.1288089480337902,-1.2777860248577393,-0.5342277650540777,-0.2632779077794709,-0.4059360316492617
0.17017017017017017,16.641418141068282,-10.652314465583633,-1.0458084465566333,-1.1226306256310388,-0.7048386861258114,-0.3680553667124727,-0.4721409510636267
0.18018018018018017,16.15951858577031,-9.963111638731343,-1.0183770916305186,-1.0119638580622796,-0.9274197459634457,-0.47049742515754267,-0.5004094427193299
0.19019019019019018,15.613943443391483,-9.19129047805891,-0.8822280519888503,-0.8316236583268705,-0.8455903514438508,-0.46440105308373747,-0.637060839012267
0.20020020020020018,15.009544969997838,-8.395335816275775,-0.8193341987946728,-0.6620706887027861,-0.9762324106798317,-0.4473672316905408,-0.6481418812544053
0.21021021021021022,14.35169858673858,-7.476422462374038,-0.7168302499290199,-0.4965017329022964,-1.1015148443539586,-0.5560816385935883,-0.7319537404625872
0.22022022022022023,13.646255071729762,-6.529894928407578,-0.6608930882431037,-0.30764633004887354,-1.2327388390250027,-0.539518356425688,-0.6977583829840657
0.23023023023023023,12.89948852419082,-5.417483965851567,-0.5355414704847755,-0.08948859040852454,-1.2115630901574697,-0.5612072101253217,-0.8580790009421078
0.24024024024024024,12.118040563632515,-4.326920363819771,-0.41153312366674333,0.1469923920798053,-1.215209997958674,-0.6540826763092478,-0.9220063815401526
0.2502502502502503,11.308861260379487,-3.2324461312836665,-0.31622402969148045,0.3587360317477102,-1.3142263458103816,-0.6747632181149493,-0.942758218029638
