time,angle,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.0,31.899999999999995,-18.313055730046045,-1.803933439830221,-2.676014043364489,5.600612964479458,2.6987764908998306,3.9180641644057035
0.01001001001001001,35.137809282534974,-28.703862130202378,-2.907784454994915,-4.737604897490114,5.429228347167136,2.6896391807906372,3.805813405905071
0.02002002002002002,38.16538775620491,-41.307357004607944,-4.110308542245189,-7.279720324982236,5.044842348276845,2.5566718115355336,3.5284508129235075
0.03003003003003003,40.955808633344596,-45.63028119223046,-4.544350176758624,-8.122090995950582,4.617510662584535,2.348561720325766,3.29769967977596
0.04004004004004004,43.48425436715587,-49.56092716893283,-4.963044634169283,-8.937425313001263,4.136964735288045,2.026546307637832,2.8915733442621345
0.050050050050050046,45.72823737490903,-52.999010487376204,-5.273711783618938,-9.582750245519259,3.6416945162483993,1.7859767302711023,2.5111089633293266
0.06006006006006006,47.667800038824815,-56.02015432863383,-5.621550426047717,-10.213551929195843,3.0800513641916485,1.5785130788417596,2.221267471703309
0.07007007007007007,49.285692205862176,-58.546407679074505,-5.810211914124664,-10.665384887106333,2.5407689052879188,1.2983284246750189,1.710232773998017
0.08008008008008008,50.567524607757385,-60.49944279209714,-6.1012261873162625,-11.155530271130928,1.9295458474085188,1.01215439312194,1.413266843774142
0.09009009009009009,51.50189683682213,-61.94715446158302,-6.193553555006233,-11.400498068304223,1.371913912265688,0.6160647625333648,0.8789485419352762
0.10010010010010009,52.080498739304446,-62.843634358345305,-6.27630857216254,-11.550614245216542,0.658348247790355,0.2987747486231373,0.4953117267498878
0.11011011011011011,52.29818432453676,-63.141480479689825,-6.277222622225574,-11.62375029401013,0.07091456000210665,0.05944135637349497,0.055077184301818335
0.12012012012012012,52.15301753253508,-62.989502214679476,-6.324011763232975,-11.616530452853372,-0.6177937695383621,-0.3194349669831523,-0.46021181414029694
0.13013013013013014,51.6462894529997,-62.17261653770981,-6.19357858404339,-11.457940398413971,-1.2528624845225427,-0.5498833516285149,-0.8431788332288968
0.14014014014014015,50.78250684257472,-60.87126236703374,-6.08428802105933,-11.162194547530204,-1.8005208469429195,-0.8554352943194566,-1.2172337016379093
0.15015015015015015,49.5693520424916,-58.97432988965639,-5.8687049137991405,-10.778805397459251,-2.5090133542141198,-1.1719563615002326,-1.610122551046325
0.16016016016016016,48.01761465308309,-56.532676784369734,-5.686107571633128,-10.304452298720827,-3.139661403973707,-1.470856243830229,-2.091980576703693
0.17017017017017017,46.14109557284288,-53.66762133003215,-5.358999886184092,-9.733086874859172,-3.4748834101007944,-1.7882124883094037,-2.501788672768595
0.18018018018018017,43.95648425549208,-50.263546529022356,-5.044791176881867,-9.0571474731648,-4.108045176946241,-2.028422452883854,-2.8994251659884833
0.19019019019019018,41.48321027670805,-46.41359969311094,-4.649190305286091,-8.266143018612217,-4.540393342611672,-2.2705831879668423,-3.1759016125512245
0.20020020020020018,38.74327053065686,-42.211898123489874,-4.24755676060561,-7.477134897317399,-5.051573026178472,-2.53062786340406,-3.5029458576100923
0.21021021021021022,35.761033593214904,-37.56601556360132,-3.773619352002068,-6.4831343810706334,-5.402942382360124,-2.6359494506614363,-3.7345119760581142
0.22022022022022023,32.56302299184158,-32.601198651353066,-3.2746956090584898,-5.559797679543812,-5.700489061976734,-2.868161712220536,-4.0261579351756795
0.23023023023023023,29.17768130966505,-27.394116537343447,-2.766253708746169,-4.470713609161273,-6.007793493805914,-2.994757239926121,-4.307792716464347
0.24024024024024024,25.635117221800733,-21.89014207106781,-2.2113512705208294,-3.36325968490439,-6.33446370380299,-3.101767073730639,-4.318028661140257
0.2502502502502503,21.966837713720338,-16.254417310271837,-1.609685495026296,-2.227940498363833,-6.593286056440477,-3.2739013638133825,-4.553981313126039
0.2602602602602603,18.2054678632773,-10.354227541846663,-1.0219452580738533,-1.0719061291707765,-6.6451333379532205,-3.277900626433039,-4.727222510371741
0.2702702702702703,14.384460678601393,-4.477260244019039,-0.4426833379648935,0.10977529796173371,-6.646146992205048,-3.3616751539276857,-4.679290542320486
0.2802802802802803,10.537799572517054,1.4726489099981461,0.16684742850947631,1.2834946077847855,-6.758160103004889,-3.404527251273237,-4.815101911496161
0.2902902902902903,6.699696119628987,7.457474466736103,0.7313675563987221,2.496540820034248,-6.639859907166315,-3.390906860826786,-4.610414312731689
0.3003003003003003,2.9042857841743714,13.322511743216063,1.3446926024284107,3.638983439997386,-6.633910493324856,-3.1733794843482124,-4.6324128126930635
0.3103103103103103,-0.814675675211987,19.028799521627157,1.894931320337783,4.838973092919163,-6.32203429742774,-3.1199177757442094,-4.489944763802594
0.3203203203203203,-4.42411242369279,24.642596166720526,2.4603705628221473,5.933738230926066,-6.111726149460577,-3.1027027467669637,-4.313211887120785
0.3303303303303303,-7.891922721292456,30.0390021962204,2.977147562740339,6.99186927295495,-5.877542293250496,-2.8496008965118573,-4.147792666307797
0.34034034034034033,-11.187264430520965,35.13361898259481,3.4817997904572193,8.019573912042466,-5.5815605325836355,-2.825624537397205,-3.9210640732747164
0.35035035035035034,-14.280829321299244,39.93017252487193,3.956251966062853,8.966793667614077,-5.240012896579025,-2.568448646319337,-3.6665129159626573
0.36036036036036034,-17.145103733562976,44.38966382233205,4.387445846078832,9.899486457000016,-4.732419676717914,-2.379131018858032,-3.307809396683894
0.37037037037037035,-19.754613279254297,48.396317413784786,4.852079313154893,10.645426488319396,-4.3445368515919505,-2.166765868643285,-3.003556475317251
0.38038038038038036,-22.08614940736176,52.02522152826771,5.191369333951936,11.370195922147953,-3.8753413399292214,-1.895459251045173,-2.7112038639775733
