time,angle,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.0,8.1,-2.882555944402787,-0.2574144225260774,0.38916892092895916,6.560667964938407,3.1943360910343492,4.536865420647258
0.01001001001001001,11.839828782206762,-5.745310062098319,-0.5315557087110299,-0.16782803078898725,6.586090538362447,3.1475399060562745,4.516332600518499
0.02002002002002002,15.546396139020732,-11.514133369829562,-1.1413958255600012,-1.2831472741185617,6.460381311951597,3.238048944415523,4.526456574098553
0.03003003003003003,19.18673646672535,-17.17465634342182,-1.70919747189229,-2.3879010663034506,6.311469102504771,3.1076857990438134,4.437100606620587
0.04004004004004004,22.72847317396692,-22.650813254100882,-2.2746765994251175,-3.533459319091117,6.023103501722614,3.064830117914417,4.32445811274756
0.050050050050050046,26.140106633861627,-27.961691372348636,-2.7876405839172977,-4.596688583900622,5.8662868324156925,2.905027500435711,4.092094152900006
0.06006006006006006,29.391294336524084,-33.00710341565105,-3.3032441105872294,-5.592449716835101,5.445432154382023,2.6699114763974445,3.933431714189605
0.07007007007007007,32.45312075038647,-37.68454156760432,-3.768312728155196,-6.548893903215042,5.026397177505425,2.5537063839272904,3.5897284995591
0.08008008008008008,35.298354492206094,-42.1166019377602,-4.189543707103417,-7.418903035883659,4.829566606036019,2.4127482673782414,3.45473367037454
0.09009009009009009,37.90169051853315,-46.15839562562613,-4.617947834585627,-8.226998635718603,4.273150864664177,2.2191220244686374,2.9668879893719944
0.10010010010010009,40.23997518462753,-49.78641319798314,-5.003520454985298,-8.972182360213079,3.922537511375599,1.8300927232677786,2.699369995716958
0.11011011011011011,42.29241216918746,-52.997402112158774,-5.302462423035946,-9.563540013725843,3.2886574098840406,1.7204245419237123,2.2572372351719734
0.12012012012012012,44.04074743342908,-55.666909790911596,-5.567545136825856,-10.094725025040681,2.6701807809018305,1.3973117910796022,2.0056239986690207
0.13013013013013014,45.46943156952128,-57.85089153742286,-5.780554687739015,-10.601053803004415,2.196651330749814,1.016705075709876,1.6182630785706205
0.14014014014014015,46.565758094475136,-59.58657694365349,-5.953633937435233,-10.946897861908292,1.5650249409263681,0.7958063582593039,1.0292948957552597
0.15015015015015015,47.319976459525066,-60.75332543995014,-6.077873581183485,-11.167200768606524,0.9742101016141055,0.3592281294807928,0.6830337856885952
0.16016016016016016,47.72537876991441,-61.33603738945995,-6.117286765936308,-11.289568036013183,0.4088840926322101,0.17544022197585643,0.2739619029487422
0.17017017017017017,47.77835944381405,-61.46999699477673,-6.15835836352995,-11.236539457444092,-0.19075573831463252,-0.1810723491213111,-0.1810922394923352
0.18018018018018017,47.47844727977741,-60.99599654255372,-6.146067079948228,-11.209510960859465,-0.8510970919968956,-0.5873271873911384,-0.6273817484201226
0.19019019019019018,46.828309647529,-59.949520123309256,-6.004938310449913,-10.96175812084602,-1.4570031614163146,-0.7633297888524504,-0.9952121455345719
0.20020020020020018,45.833728764814424,-58.40256235147245,-5.90002037878063,-10.70500028230138,-1.9670771202013746,-1.0490327298756095,-1.3500814211305754
0.21021021021021022,44.50355027130173,-56.38594506659854,-5.622267831043991,-10.281500033768655,-2.4996040196933706,-1.2744959409343832,-1.806666302236756
0.22022022022022023,42.84960455690918,-53.79305670792669,-5.386681512890738,-9.74144239234748,-3.134615268997386,-1.6213222240343619,-2.173801112843116
0.23023023023023023,40.88660154425266,-50.7357579591644,-5.101670671242938,-9.14981592352439,-3.802148064057216,-1.8250065113858573,-2.5895556934901984
0.24024024024024024,38.63199986100038,-47.283500752656344,-4.696685400852167,-8.496844074748749,-4.132724639452428,-2.1556265837487256,-2.963633127959882
0.2502502502502503,36.10585156569434,-43.39655583950424,-4.371628077937787,-7.622109426171624,-4.681229507368439,-2.3481132115474077,-3.086539465051761
