time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.0,-0.012461286451804658,-0.009296373838451806,1.0143910140722505,-0.004423745520162495,-0.03647406917836457,-0.04309652229787627
0.01001001001001001,0.024151850342974096,0.001524386043874757,1.0037514732556612,0.37669233176687383,0.1468873884613999,0.21267105829391578
0.02002002002002002,0.07126784453396225,0.03453002708118539,1.0164615966314159,0.701932174464895,0.2908350625143681,0.3967717763249402
0.03003003003003003,0.10071587024201845,0.07882707029671007,1.0534345599009558,1.0759996932075622,0.4475330990073555,0.6142583715040782
0.04004004004004004,0.14946747215287123,0.042798647205253615,1.062475043342743,1.3719731746673849,0.5526762696231748,0.8152077529078546
0.050050050050050046,0.1888293521299833,0.05918236049963197,1.035685690244538,1.7087153249462446,0.6996427667705882,1.0080093491225979
0.06006006006006006,0.23432914445415737,0.08344835844902006,1.0771699242013473,2.0325389778475498,0.8291337185023668,1.245549320197822
0.07007007007007007,0.22102892576632535,0.07397377276362564,1.0905998163864439,2.3083164542875094,0.9557554801532284,1.4052343373125118
0.08008008008008008,0.2824374280310534,0.053833654232572095,1.0824376693072577,2.61181928344289,1.0572764478286167,1.5487378187736038
0.09009009009009009,0.26484371780530463,0.07552822931145091,1.0942018409542429,2.8924885460501257,1.1525523098260948,1.724548114396492
0.10010010010010009,0.2895327995512483,0.05639235726020578,1.1400880694799074,3.1053509182208057,1.235200598431003,1.819796583973389
0.11011011011011011,0.2943450528488176,0.11310835998333517,1.1472572853806178,3.311965842091853,1.3195032767939956,1.9923491804694788
0.12012012012012012,0.35967487618559085,0.07799979867973009,1.1511850417299365,3.4735709909714805,1.419483772970686,2.1255855065894793
0.13013013013013014,0.38101224506103104,0.04470682142877054,1.167282319224275,3.649087948891348,1.4232714196159102,2.2034468249345407
0.14014014014014015,0.3904942272456607,0.054893405024438215,1.1340949981969175,3.7719898800080562,1.4729101099208395,2.277897949440324
0.15015015015015015,0.40697628148178344,0.013203886686545147,1.1641873419141642,3.893578483659458,1.5325105733591298,2.3132230697970466
0.16016016016016016,0.37792632656454894,0.04687538867535751,1.1621660491300425,3.9288000680732713,1.604064870728023,2.3586692982937154
0.17017017017017017,0.40111611511917905,-0.009252900096134921,1.1485205400882623,3.982627395414841,1.6162339898876967,2.3912646275927885
