imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_roll,imu0_pitch,imu0_yaw,imu0_timestamp,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_roll,imu1_pitch,imu1_yaw,imu1_timestamp
-593.75,193.36,830.81,-13.78,-5.37,0.43,0.0,0.0,0.0,2025-02-16T18:15:14.491796,-1039.31,-80.81,-59.33,-10.0,27.07,-1.4,-124.45,31.96,-119.98,2025-02-16T18:15:14.491796
-519.53,196.29,854.0,-30.98,2.01,-1.65,0.0,0.0,0.0,2025-02-16T18:15:14.528579,-999.27,-71.29,-30.03,-4.94,24.45,1.28,0.0,0.0,0.0,2025-02-16T18:15:14.528579
-557.37,205.81,806.4,-5.85,-2.26,-0.55,nan,nan,nan,2025-02-16T18:15:14.571878,-1005.13,-58.59,-92.29,-3.48,18.72,0.91,0.0,0.0,0.0,2025-02-16T18:15:14.571878
-554.2,206.79,812.01,-2.74,-3.48,0.3,nan,nan,nan,2025-02-16T18:15:14.613871,-1000.0,-58.11,-41.02,-1.83,16.95,1.89,nan,nan,nan,2025-02-16T18:15:14.613871
-533.2,239.01,829.35,-3.78,-3.05,-0.3,0.0,0.0,0.0,2025-02-16T18:15:14.633450,-985.35,-15.14,7.32,-2.68,21.16,0.61,nan,nan,nan,2025-02-16T18:15:14.633450
-572.51,192.63,823.73,-6.59,-2.93,-3.48,0.0,0.0,0.0,2025-02-16T18:15:14.671468,-995.61,-28.81,-60.79,-2.56,23.84,-3.05,1.55,32.77,-33.76,2025-02-16T18:15:14.671468
-592.04,165.28,812.74,-3.84,-2.2,-4.51,0.0,0.0,0.0,2025-02-16T18:15:14.713647,-993.65,-44.92,-88.13,0.49,24.39,-2.87,0.0,0.0,0.0,2025-02-16T18:15:14.713647
-599.37,208.5,807.62,-7.26,-2.5,-5.73,0.0,0.0,0.0,2025-02-16T18:15:14.745327,-1004.64,-21.24,-146.48,-0.24,26.59,-3.72,nan,nan,nan,2025-02-16T18:15:14.745327
-568.6,140.14,843.26,-6.16,-2.74,-5.3,0.0,0.0,0.0,2025-02-16T18:15:14.787245,-1032.47,-103.52,-136.47,-0.43,22.99,-4.88,0.0,0.0,0.0,2025-02-16T18:15:14.787245
-584.96,160.64,833.25,-3.72,0.37,-4.27,0.0,0.0,0.0,2025-02-16T18:15:14.819436,-1027.83,-18.8,-141.11,1.1,26.52,-3.84,0.0,0.0,0.0,2025-02-16T18:15:14.819436
-569.09,164.79,844.73,-2.99,2.8,-6.46,0.0,0.0,0.0,2025-02-16T18:15:14.854809,-1022.71,-48.34,-138.67,2.38,31.1,-6.4,nan,nan,nan,2025-02-16T18:15:14.854809
-594.73,174.32,834.72,-5.18,7.2,-7.44,0.0,0.0,0.0,2025-02-16T18:15:14.890072,-1017.82,-62.99,-173.1,2.56,35.24,-9.7,30.21,-13.79,7.97,2025-02-16T18:15:14.890072
-582.03,153.32,815.43,-7.93,12.07,-7.87,0.0,0.0,0.0,2025-02-16T18:15:14.927622,-1003.17,-62.74,-151.12,2.68,38.23,-16.22,nan,nan,nan,2025-02-16T18:15:14.927622
-652.34,215.33,878.66,-25.43,27.99,-14.63,0.0,0.0,0.0,2025-02-16T18:15:14.965782,-1126.46,-2.69,-272.46,1.16,37.87,-26.22,nan,nan,nan,2025-02-16T18:15:14.965782
-617.92,191.65,904.3,-38.23,59.76,-17.07,0.0,0.0,0.0,2025-02-16T18:15:15.009419,-1151.61,-141.85,-217.53,5.55,46.4,-28.96,0.0,0.0,0.0,2025-02-16T18:15:15.009419
-623.54,111.08,966.06,-59.94,87.68,-13.66,nan,nan,nan,2025-02-16T18:15:15.038660,-1165.04,-224.12,-89.84,-9.82,63.54,-30.37,0.0,0.0,0.0,2025-02-16T18:15:15.038660
-637.21,107.42,881.59,-47.44,126.83,-7.68,0.0,0.0,0.0,2025-02-16T18:15:15.088448,-1101.32,-196.29,-163.33,-18.6,82.32,-29.63,0.0,0.0,0.0,2025-02-16T18:15:15.088448
-678.71,265.38,741.21,57.07,156.46,-15.67,0.0,0.0,0.0,2025-02-16T18:15:15.112919,-1092.29,-125.98,-135.25,-20.73,99.94,-24.33,0.0,0.0,0.0,2025-02-16T18:15:15.112919
-872.07,212.89,752.44,0.98,193.23,-36.04,0.0,0.0,0.0,2025-02-16T18:15:15.149633,-987.3,-38.82,-321.53,-20.49,111.22,-18.35,0.0,0.0,0.0,2025-02-16T18:15:15.149633
-1139.4,130.37,726.32,-3.17,132.5,-33.72,0.0,0.0,0.0,2025-02-16T18:15:15.187832,-1042.48,-89.84,-522.71,-20.43,106.28,-15.18,0.0,0.0,0.0,2025-02-16T18:15:15.187832
-301.03,326.17,905.52,-2.44,62.5,-31.4,0.0,0.0,0.0,2025-02-16T18:15:15.221290,-882.57,-6.84,-12.94,13.05,49.15,-5.61,0.0,0.0,0.0,2025-02-16T18:15:15.221290
-201.66,337.4,855.71,3.78,-0.85,-19.88,0.0,0.0,0.0,2025-02-16T18:15:15.256901,-780.27,-3.42,41.26,24.09,-1.1,3.78,0.0,0.0,0.0,2025-02-16T18:15:15.256901
-154.79,268.07,792.72,11.34,-51.83,2.07,0.0,0.0,0.0,2025-02-16T18:15:15.294050,-708.25,-73.0,34.18,20.0,-55.24,9.15,0.0,0.0,0.0,2025-02-16T18:15:15.294050
-291.99,248.05,831.54,12.13,-94.82,31.1,0.0,0.0,0.0,2025-02-16T18:15:15.330830,-773.93,-90.58,-41.99,5.0,-106.46,13.48,nan,nan,nan,2025-02-16T18:15:15.330830
-418.46,142.82,884.52,15.37,-128.35,60.67,0.0,0.0,0.0,2025-02-16T18:15:15.387165,-859.86,-181.64,-92.53,1.22,-144.51,18.54,58.2,-43.56,-26.77,2025-02-16T18:15:15.387165
-647.71,89.36,992.68,22.5,-160.98,53.11,0.0,0.0,0.0,2025-02-16T18:15:15.403856,-1111.57,-216.06,-208.5,18.23,-167.5,16.95,0.0,0.0,0.0,2025-02-16T18:15:15.403856
-820.31,161.62,1006.59,18.23,-165.06,44.76,nan,nan,nan,2025-02-16T18:15:15.441166,-1185.3,-178.22,-235.11,26.1,-172.74,15.24,0.0,0.0,0.0,2025-02-16T18:15:15.441166
